Datetime,ETH_Price,ETH_Returns,ENA_Price,ENA_Returns,claimed,total_claimed,Implied_APY,Stake,Total_Stake
2024-06-23 00:00:00+00:00,3418.294921875,-0.0221448909456053,0.5669363141059875,-0.0589804818015952,16295.325287491409,720444666.1616786,0.7177541666666666,1078365.92325914,317099020.945323
2024-06-24 00:00:00+00:00,3351.709228515625,-0.0191506405366407,0.5595189929008484,-0.0117917223800964,47483.16137440022,720492149.3230531,0.6927500000000001,1008582.85476326,318107603.800086
2024-06-25 00:00:00+00:00,3395.130859375,0.0131671967816979,0.5730547904968262,0.0251230127444176,38082.67877983654,720530232.0018328,0.6941291666666666,-4913222.258299,313194381.541787
2024-06-26 00:00:00+00:00,3369.343505859375,-0.0074177885495029,0.5577120780944824,-0.0259259695820405,1427546.410515,721957778.4123477,0.6798583333333333,-2944019.44232971,310250362.099457
2024-06-27 00:00:00+00:00,3444.7041015625,0.0222367323779331,0.5594875812530518,0.004275708241418,43100.62094364766,722000879.0332913,0.6988875,9617206.76039424,319867568.859851
2024-06-28 00:00:00+00:00,3373.4931640625,-0.0206276988978332,0.5119106769561768,-0.0875386332193818,6929.860887,722007808.8941783,0.6921958333333333,-2364188.10522269,317503380.754629
2024-06-29 00:00:00+00:00,3371.931884765625,-0.000422840277954,0.4876113533973694,-0.0479677133226635,25711.79907499997,722033520.6932533,0.7286333333333334,105947.813068039,317609328.567697
2024-06-30 00:00:00+00:00,3434.974609375,0.0186497995783472,0.5314424633979797,0.0873923963646914,39180.13192867296,722072700.825182,0.7684208333333333,996064.818787591,318605393.386484
2024-07-01 00:00:00+00:00,3441.233154296875,0.0021616227267773,0.5052370429039001,-0.0495101033282101,17273.132001757745,722089973.9571837,0.7479125,-7791.691103225,318597601.695381
2024-07-02 00:00:00+00:00,3416.722900390625,-0.0070844004592269,0.5117150545120239,0.0141154990127048,66995.57184586808,722156969.5290296,0.7352416666666667,-376011.593312613,318221590.102068
2024-07-03 00:00:00+00:00,3294.7802734375,-0.0359922770871995,0.4605720043182373,-0.1036826824844826,13721.25022303293,722170690.7792526,0.7585833333333333,-116149.509250736,318105440.592818
2024-07-04 00:00:00+00:00,3062.264404296875,-0.0723676965754361,0.4045364260673523,-0.1268946114569819,9232.039352086082,722179922.8186047,0.7938458333333333,-7046414.37912577,311059026.213692
2024-07-05 00:00:00+00:00,2982.21923828125,-0.0247599933754826,0.3774433434009552,-0.0640623612074944,18675.436104333337,722198598.2547089,0.7970625,-1402886.19562885,309656140.018063
2024-07-06 00:00:00+00:00,3068.299560546875,0.0286375554377215,0.4122952222824096,0.089811538550141,6681.972030333333,722205280.2267392,0.7973333333333333,7454.44898333,309663594.467046
